patho_niv3;sexe;dept;ville;nb_hab;prev;nb_malades;index
Cancer du poumon actif;1;77;Mouroux;5654;0.456;25;0
Cancer du poumon actif;1;77;Trilport;5045;0.456;23;1
Cancer du poumon actif;1;77;Lognes;14353;0.456;65;2
Cancer du poumon actif;1;77;La Grande-Paroisse;2833;0.456;12;3
Cancer du poumon actif;1;77;Chauconin-Neufmontiers;3554;0.456;16;4
Cancer du poumon actif;1;77;Souppes-sur-Loing;5383;0.456;24;5
Cancer du poumon actif;1;77;Nangis;8867;0.456;40;6
Cancer du poumon actif;1;77;Émerainville;7659;0.456;34;7
Cancer du poumon actif;1;77;Servon;3288;0.456;14;8
Cancer du poumon actif;1;77;La Rochette;3778;0.456;17;9
Cancer du poumon actif;1;77;Saint-Fargeau-Ponthierry;14121;0.456;64;10
Cancer du poumon actif;1;77;Héricy;2545;0.456;11;11
Cancer du poumon actif;1;77;Bois-le-Roi;5913;0.456;26;12
Cancer du poumon actif;1;77;Chartrettes;2543;0.456;11;13
Cancer du poumon actif;1;77;Champagne-sur-Seine;6353;0.456;28;14
Cancer du poumon actif;1;77;Bourron-Marlotte;2763;0.456;12;15
Cancer du poumon actif;1;77;Chelles;55154;0.456;251;16
Cancer du poumon actif;1;77;Serris;9494;0.456;43;17
Cancer du poumon actif;1;77;Ozoir-la-Ferrière;20532;0.456;93;18
Cancer du poumon actif;1;77;Pringy;2954;0.456;13;19
Cancer du poumon actif;1;77;Combs-la-Ville;21627;0.456;98;20
Cancer du poumon actif;1;77;Annet-sur-Marne;3281;0.456;14;21
Cancer du poumon actif;1;77;Évry-Grégy-sur-Yerre;3025;0.456;13;22
Cancer du poumon actif;1;77;Nemours;13088;0.456;59;23
Cancer du poumon actif;1;77;Savigny-le-Temple;29987;0.456;136;24
Cancer du poumon actif;1;77;Avon;13419;0.456;61;25
Cancer du poumon actif;1;77;Coupvray;2871;0.456;13;26
Cancer du poumon actif;1;77;Grisy-Suisnes;2532;0.456;11;27
Cancer du poumon actif;1;77;Gretz-Armainvilliers;8476;0.456;38;28
Cancer du poumon actif;1;77;Jouarre;4349;0.456;19;29
Cancer du poumon actif;1;77;Crécy-la-Chapelle;4713;0.456;21;30
Cancer du poumon actif;1;77;Moissy-Cramayel;17849;0.456;81;31
Cancer du poumon actif;1;77;Moret-sur-Loing;4188;0.456;19;32
Cancer du poumon actif;1;77;Fontenay-Trésigny;5710;0.456;26;33
Cancer du poumon actif;1;77;Château-Landon;2947;0.456;13;34
Cancer du poumon actif;1;77;Lésigny;7151;0.456;32;35
Cancer du poumon actif;1;77;Thorigny-sur-Marne;10454;0.456;47;36
Cancer du poumon actif;1;77;Vert-Saint-Denis;8238;0.456;37;37
Cancer du poumon actif;1;77;Thomery;3420;0.456;15;38
Cancer du poumon actif;1;77;Saint-Pathus;6110;0.456;27;39
Cancer du poumon actif;1;77;Moussy-le-Neuf;3160;0.456;14;40
Cancer du poumon actif;1;77;Noisiel;15960;0.456;72;41
Cancer du poumon actif;1;77;Rubelles;2831;0.456;12;42
Cancer du poumon actif;1;77;Esbly;6404;0.456;29;43
Cancer du poumon actif;1;77;La Ferté-sous-Jouarre;9637;0.456;43;44
Cancer du poumon actif;1;77;Pomponne;4183;0.456;19;45
Cancer du poumon actif;1;77;Guérard;2621;0.456;11;46
Cancer du poumon actif;1;77;Mitry-Mory;20648;0.456;94;47
Cancer du poumon actif;1;77;Roissy-en-Brie;22851;0.456;104;48
Cancer du poumon actif;1;77;Le Mée-sur-Seine;20917;0.456;95;49
Cancer du poumon actif;1;77;Chessy;6304;0.456;28;50
Cancer du poumon actif;1;77;Varennes-sur-Seine;3601;0.456;16;51
Cancer du poumon actif;1;77;Lagny-sur-Marne;21539;0.456;98;52
Cancer du poumon actif;1;77;Torcy;22030;0.456;100;53
Cancer du poumon actif;1;77;Melun;40844;0.456;186;54
Cancer du poumon actif;1;77;Fontainebleau;15696;0.456;71;55
Cancer du poumon actif;1;77;Provins;12132;0.456;55;56
Cancer du poumon actif;1;77;Meaux;55750;0.456;254;57
Cancer du poumon actif;1;77;Cesson;10833;0.456;49;58
Cancer du poumon actif;1;77;Montereau-Fault-Yonne;21229;0.456;96;59
Cancer du poumon actif;1;77;Champs-sur-Marne;25654;0.456;116;60
Cancer du poumon actif;1;77;Vaux-le-Pénil;11101;0.456;50;61
Cancer du poumon actif;1;77;Donnemarie-Dontilly;2775;0.456;12;62
Cancer du poumon actif;1;77;Saint-Mard;3875;0.456;17;63
Cancer du poumon actif;1;77;Saint-Soupplets;3224;0.456;14;64
Cancer du poumon actif;1;77;Guignes;4296;0.456;19;65
Cancer du poumon actif;1;77;Dammarie-les-Lys;22128;0.456;100;66
Cancer du poumon actif;1;77;Vernou-la-Celle-sur-Seine;2643;0.456;12;67
Cancer du poumon actif;1;77;Brie-Comte-Robert;18812;0.456;85;68
Cancer du poumon actif;1;77;Bailly-Romainvilliers;7416;0.456;33;69
Cancer du poumon actif;1;77;Dammartin-en-Goële;10355;0.456;47;70
Cancer du poumon actif;1;77;Brou-sur-Chantereine;4809;0.456;21;71
Cancer du poumon actif;1;77;Coulommiers;14779;0.456;67;72
Cancer du poumon actif;1;77;Pommeuse;2966;0.456;13;73
Cancer du poumon actif;1;77;Tournan-en-Brie;8521;0.456;38;74
Cancer du poumon actif;1;77;Bussy-Saint-Georges;26597;0.456;121;75
Cancer du poumon actif;1;77;Lizy-sur-Ourcq;3533;0.456;16;76
Cancer du poumon actif;1;77;Nandy;6235;0.456;28;77
Cancer du poumon actif;1;77;Claye-Souilly;12172;0.456;55;78
Cancer du poumon actif;1;77;Le Châtelet-en-Brie;4339;0.456;19;79
Cancer du poumon actif;1;77;Collégien;3359;0.456;15;80
Cancer du poumon actif;1;77;Boissise-le-Roi;3739;0.456;17;81
Cancer du poumon actif;1;77;Boissy-le-Châtel;3216;0.456;14;82
Cancer du poumon actif;1;77;Crégy-lès-Meaux;5223;0.456;23;83
Cancer du poumon actif;1;77;Lieusaint;13853;0.456;63;84
Cancer du poumon actif;1;77;Verneuil-l'Étang;3204;0.456;14;85
Cancer du poumon actif;1;77;Ferrières-en-Brie;3768;0.456;17;86
Cancer du poumon actif;1;77;Veneux-les-Sablons;4696;0.456;21;87
Cancer du poumon actif;1;77;Faremoutiers;2944;0.456;13;88
Cancer du poumon actif;1;77;Saint-Pierre-lès-Nemours;5394;0.456;24;89
Cancer du poumon actif;1;77;Montévrain;13517;0.456;61;90
Cancer du poumon actif;1;77;Villeparisis;26580;0.456;121;91
Cancer du poumon actif;1;77;Chanteloup-en-Brie;3991;0.456;18;92
Cancer du poumon actif;1;77;La Ferté-Gaucher;4933;0.456;22;93
Cancer du poumon actif;1;77;Magny-le-Hongre;9107;0.456;41;94
Cancer du poumon actif;1;77;Vulaines-sur-Seine;2748;0.456;12;95
Cancer du poumon actif;1;77;Courtry;6698;0.456;30;96
Cancer du poumon actif;1;77;Dampmart;3417;0.456;15;97
Cancer du poumon actif;1;77;Chevry-Cossigny;3927;0.456;17;98
Cancer du poumon actif;1;77;Vaires-sur-Marne;13368;0.456;60;99
Cancer du poumon actif;1;77;Pontault-Combault;37617;0.456;171;100
Cancer du poumon actif;1;77;Saint-Germain-sur-Morin;3770;0.456;17;101
Cancer du poumon actif;1;77;Chaumes-en-Brie;3339;0.456;15;102
Cancer du poumon actif;1;77;Villenoy;4975;0.456;22;103
Cancer du poumon actif;1;77;Rozay-en-Brie;2808;0.456;12;104
Cancer du poumon actif;1;77;Saint-Mammès;3391;0.456;15;105
Cancer du poumon actif;1;77;Quincy-Voisins;5439;0.456;24;106
Cancer du poumon actif;1;77;Saint-Thibault-des-Vignes;6354;0.456;28;107
Cancer du poumon actif;1;77;Saint-Germain-Laval;2707;0.456;12;108
Cancer du poumon actif;1;77;Othis;6725;0.456;30;109
Cancer du poumon actif;1;77;Nanteuil-lès-Meaux;6225;0.456;28;110
Cancer du poumon actif;1;77;Mormant;5014;0.456;22;111
Cancer du poumon actif;1;77;Montry;3705;0.456;16;112
Cancer du poumon actif;1;77;Montigny-sur-Loing;2660;0.456;12;113
Cancer du poumon actif;1;77;Mareuil-lès-Meaux;3231;0.456;14;114
Cancer du poumon actif;1;77;Orvanne;6795;0.456;30;115
Cancer du poumon actif;1;77;Moret Loing et Orvanne;4355;0.456;19;116
Cancer du poumon actif;1;77;Moret-Loing-et-Orvanne;12223;0.456;55;117
Cancer du poumon actif;1;93;Bobigny;54363;0.429;233;118
Cancer du poumon actif;1;93;Saint-Denis;112852;0.429;484;119
Cancer du poumon actif;1;93;Le Pré-Saint-Gervais;17351;0.429;74;120
Cancer du poumon actif;1;93;Gagny;39661;0.429;170;121
Cancer du poumon actif;1;93;Livry-Gargan;45692;0.429;196;122
Cancer du poumon actif;1;93;Aulnay-sous-Bois;86969;0.429;373;123
Cancer du poumon actif;1;93;Montreuil;111240;0.429;477;124
Cancer du poumon actif;1;93;Drancy;72376;0.429;310;125
Cancer du poumon actif;1;93;Aubervilliers;88948;0.429;381;126
Cancer du poumon actif;1;93;Clichy-sous-Bois;28782;0.429;123;127
Cancer du poumon actif;1;93;Épinay-sur-Seine;54611;0.429;234;128
Cancer du poumon actif;1;93;Noisy-le-Grand;67871;0.429;291;129
Cancer du poumon actif;1;93;Le Blanc-Mesnil;57498;0.429;246;130
Cancer du poumon actif;1;93;Saint-Ouen-sur-Seine;50697;0.429;217;131
Cancer du poumon actif;1;93;Bagnolet;36060;0.429;154;132
Cancer du poumon actif;1;93;Pantin;59846;0.429;256;133
Cancer du poumon actif;1;93;Neuilly-sur-Marne;35907;0.429;154;134
Cancer du poumon actif;1;93;Montfermeil;27928;0.429;119;135
Cancer du poumon actif;1;93;Bondy;54587;0.429;234;136
Cancer du poumon actif;1;93;Villepinte;37713;0.429;161;137
Cancer du poumon actif;1;93;Tremblay-en-France;36461;0.429;156;138
Cancer du poumon actif;1;93;Villemomble;30405;0.429;130;139
Cancer du poumon actif;1;93;La Courneuve;45053;0.429;193;140
Cancer du poumon actif;1;93;Gournay-sur-Marne;6844;0.429;29;141
Cancer du poumon actif;1;93;Pierrefitte-sur-Seine;30861;0.429;132;142
Cancer du poumon actif;1;93;Les Lilas;23447;0.429;100;143
Cancer du poumon actif;1;93;Stains;38285;0.429;164;144
Cancer du poumon actif;1;93;Le Raincy;14569;0.429;62;145
Cancer du poumon actif;1;93;Le Bourget;15905;0.429;68;146
Cancer du poumon actif;1;93;Coubron;4921;0.429;21;147
Cancer du poumon actif;1;93;Villetaneuse;13574;0.429;58;148
Cancer du poumon actif;1;93;Rosny-sous-Bois;46024;0.429;197;149
Cancer du poumon actif;1;93;Vaujours;7181;0.429;30;150
Cancer du poumon actif;1;93;Noisy-le-Sec;44463;0.429;190;151
Cancer du poumon actif;1;93;Romainville;30087;0.429;129;152
Cancer du poumon actif;1;93;Sevran;51734;0.429;221;153
Cancer du poumon actif;1;93;Les Pavillons-sous-Bois;23898;0.429;102;154
Cancer du poumon actif;1;93;Neuilly-Plaisance;20878;0.429;89;155
Cancer du poumon actif;1;93;L'Île-Saint-Denis;8288;0.429;35;156
Cancer du poumon actif;1;93;Dugny;11073;0.429;47;157
Cancer du poumon actif;1;94;Saint-Mandé;22377;0.44;98;158
Cancer du poumon actif;1;94;Créteil;93246;0.44;410;159
Cancer du poumon actif;1;94;Vitry-sur-Seine;95510;0.44;420;160
Cancer du poumon actif;1;94;Villejuif;55208;0.44;242;161
Cancer du poumon actif;1;94;L'Haÿ-les-Roses;32071;0.44;141;162
Cancer du poumon actif;1;94;Le Kremlin-Bicêtre;24971;0.44;109;163
Cancer du poumon actif;1;94;Champigny-sur-Marne;76990;0.44;338;164
Cancer du poumon actif;1;94;Saint-Maur-des-Fossés;74976;0.44;329;165
Cancer du poumon actif;1;94;Vincennes;49788;0.44;219;166
Cancer du poumon actif;1;94;Ivry-sur-Seine;63748;0.44;280;167
Cancer du poumon actif;1;94;Fontenay-sous-Bois;52008;0.44;228;168
Cancer du poumon actif;1;94;Maisons-Alfort;56483;0.44;248;169
Cancer du poumon actif;1;94;Cachan;30440;0.44;133;170
Cancer du poumon actif;1;94;Nogent-sur-Marne;34042;0.44;149;171
Cancer du poumon actif;1;94;Charenton-le-Pont;29882;0.44;131;172
Cancer du poumon actif;1;94;Choisy-le-Roi;46150;0.44;203;173
Cancer du poumon actif;1;94;Alfortville;44805;0.44;197;174
Cancer du poumon actif;1;94;Orly;24627;0.44;108;175
Cancer du poumon actif;1;94;Santeny;4014;0.44;17;176
Cancer du poumon actif;1;94;Valenton;14883;0.44;65;177
Cancer du poumon actif;1;94;Ormesson-sur-Marne;10419;0.44;45;178
Cancer du poumon actif;1;94;Villeneuve-Saint-Georges;34890;0.44;153;179
Cancer du poumon actif;1;94;La Queue-en-Brie;12051;0.44;53;180
Cancer du poumon actif;1;94;Villiers-sur-Marne;28895;0.44;127;181
Cancer du poumon actif;1;94;Chevilly-Larue;19988;0.44;87;182
Cancer du poumon actif;1;94;Le Plessis-Trévise;19829;0.44;87;183
Cancer du poumon actif;1;94;Fresnes;28710;0.44;126;184
Cancer du poumon actif;1;94;Saint-Maurice;14189;0.44;62;185
Cancer du poumon actif;1;94;Thiais;30676;0.44;134;186
Cancer du poumon actif;1;94;Sucy-en-Brie;27157;0.44;119;187
Cancer du poumon actif;1;94;Bry-sur-Marne;17525;0.44;77;188
Cancer du poumon actif;1;94;Arcueil;21788;0.44;95;189
Cancer du poumon actif;1;94;Rungis;5657;0.44;24;190
Cancer du poumon actif;1;94;Limeil-Brévannes;27833;0.44;122;191
Cancer du poumon actif;1;94;Joinville-le-Pont;19652;0.44;86;192
Cancer du poumon actif;1;94;Périgny;2688;0.44;11;193
Cancer du poumon actif;1;94;Gentilly;18815;0.44;82;194
Cancer du poumon actif;1;94;Villeneuve-le-Roi;21679;0.44;95;195
Cancer du poumon actif;1;94;Bonneuil-sur-Marne;18062;0.44;79;196
Cancer du poumon actif;1;94;Boissy-Saint-Léger;16977;0.44;74;197
Cancer du poumon actif;1;94;Villecresnes;11779;0.44;51;198
Cancer du poumon actif;1;94;Mandres-les-Roses;4777;0.44;21;199
Cancer du poumon actif;1;94;Marolles-en-Brie;4783;0.44;21;200
Cancer du poumon actif;1;94;Le Perreux-sur-Marne;33588;0.44;147;201
Cancer du poumon actif;1;94;Ablon-sur-Seine;5852;0.44;25;202
Cancer du poumon actif;1;94;Chennevières-sur-Marne;18039;0.44;79;203
Cancer du poumon actif;1;94;Noiseau;4607;0.44;20;204
Cancer du poumon actif;1;90;Valdoie;5269;0.471;24;205
Cancer du poumon actif;1;90;Offemont;4219;0.471;19;206
Cancer du poumon actif;1;90;Belfort;46443;0.471;218;207
Cancer du poumon actif;1;90;Beaucourt;5010;0.471;23;208
Cancer du poumon actif;1;90;Châtenois-les-Forges;2667;0.471;12;209
Cancer du poumon actif;1;90;Delle;5667;0.471;26;210
Cancer du poumon actif;1;90;Grandvillars;3003;0.471;14;211
Cancer du poumon actif;1;90;Bavilliers;4659;0.471;21;212
Cancer du poumon actif;1;90;Giromagny;2929;0.471;13;213
Cancer du poumon actif;1;90;Danjoutin;3620;0.471;17;214
Cancer du poumon actif;1;90;Essert;3321;0.471;15;215
Cancer du poumon actif;1;76;Gainneville;2526;0.589;14;216
Cancer du poumon actif;1;76;Rouen;112321;0.589;661;217
Cancer du poumon actif;1;76;Le Havre;168290;0.589;991;218
Cancer du poumon actif;1;76;Dieppe;28241;0.589;166;219
Cancer du poumon actif;1;76;Eu;6716;0.589;39;220
Cancer du poumon actif;1;76;Le Petit-Quevilly;22000;0.589;129;221
Cancer du poumon actif;1;76;Fécamp;18041;0.589;106;222
Cancer du poumon actif;1;76;Saint-Pierre-lès-Elbeuf;8283;0.589;48;223
Cancer du poumon actif;1;76;Épouville;2654;0.589;15;224
Cancer du poumon actif;1;76;Sotteville-lès-Rouen;29068;0.589;171;225
Cancer du poumon actif;1;76;Forges-les-Eaux;3318;0.589;19;226
Cancer du poumon actif;1;76;Boos;3923;0.589;23;227
Cancer du poumon actif;1;76;Le Tréport;4582;0.589;26;228
Cancer du poumon actif;1;76;Franqueville-Saint-Pierre;6105;0.589;35;229
Cancer du poumon actif;1;76;Gournay-en-Bray;6041;0.589;35;230
Cancer du poumon actif;1;76;Barentin;12398;0.589;73;231
Cancer du poumon actif;1;76;Sainte-Adresse;7317;0.589;43;232
Cancer du poumon actif;1;76;Notre-Dame-de-Bondeville;6978;0.589;41;233
Cancer du poumon actif;1;76;Harfleur;8349;0.589;49;234
Cancer du poumon actif;1;76;Cany-Barville;3046;0.589;17;235
Cancer du poumon actif;1;76;Offranville;3143;0.589;18;236
Cancer du poumon actif;1;76;Le Grand-Quevilly;25963;0.589;152;237
Cancer du poumon actif;1;76;Neufchâtel-en-Bray;4678;0.589;27;238
Cancer du poumon actif;1;76;Criel-sur-Mer;2630;0.589;15;239
Cancer du poumon actif;1;76;Maromme;10663;0.589;62;240
Cancer du poumon actif;1;76;Buchy;2840;0.589;16;241
Cancer du poumon actif;1;76;Bolbec;11610;0.589;68;242
Cancer du poumon actif;1;76;Yvetot;11448;0.589;67;243
Cancer du poumon actif;1;76;Elbeuf;16224;0.589;95;244
Cancer du poumon actif;1;76;Canteleu;13846;0.589;81;245
Cancer du poumon actif;1;76;Bois-Guillaume-Bihorel;21107;0.589;124;246
Cancer du poumon actif;1;76;Pavilly;6212;0.589;36;247
Cancer du poumon actif;1;76;Gonfreville-l'Orcher;9124;0.589;53;248
Cancer du poumon actif;1;76;Oissel;12241;0.589;72;249
Cancer du poumon actif;1;76;Octeville-sur-Mer;6018;0.589;35;250
Cancer du poumon actif;1;76;Darnétal;9788;0.589;57;251
Cancer du poumon actif;1;76;Criquetot-l'Esneval;2562;0.589;15;252
Cancer du poumon actif;1;76;Déville-lès-Rouen;10654;0.589;62;253
Cancer du poumon actif;1;76;Goderville;2864;0.589;16;254
Cancer du poumon actif;1;76;Amfreville-la-Mi-Voie;3306;0.589;19;255
Cancer du poumon actif;1;76;Bonsecours;6479;0.589;38;256
Cancer du poumon actif;1;76;Bihorel;8264;0.589;48;257
Cancer du poumon actif;1;76;Saint-Jacques-sur-Darnétal;3045;0.589;17;258
Cancer du poumon actif;1;76;Saint-Léger-du-Bourg-Denis;3599;0.589;21;259
Cancer du poumon actif;1;76;Saint-Nicolas-d'Aliermont;3719;0.589;21;260
Cancer du poumon actif;1;76;Saint-Romain-de-Colbosc;4259;0.589;25;261
Cancer du poumon actif;1;76;Yerville;2514;0.589;14;262
Cancer du poumon actif;1;76;Saint-Aubin-lès-Elbeuf;8429;0.589;49;263
Cancer du poumon actif;1;76;Saint-Valery-en-Caux;3928;0.589;23;264
Cancer du poumon actif;1;76;Grand-Couronne;9739;0.589;57;265
Cancer du poumon actif;1;76;Lillebonne;8797;0.589;51;266
Cancer du poumon actif;1;76;Montivilliers;15470;0.589;91;267
Cancer du poumon actif;1;76;Houppeville;2907;0.589;17;268
Cancer du poumon actif;1;76;Mont-Saint-Aignan;19357;0.589;114;269
Cancer du poumon actif;1;76;Saint-Étienne-du-Rouvray;28352;0.589;166;270
Cancer du poumon actif;1;76;Arques-la-Bataille;2573;0.589;15;271
Cancer du poumon actif;1;76;Blangy-sur-Bresle;2907;0.589;17;272
Cancer du poumon actif;1;76;Caudebec-lès-Elbeuf;9949;0.589;58;273
Cancer du poumon actif;1;76;Cléon;4924;0.589;29;274
Cancer du poumon actif;1;76;Petit-Couronne;8693;0.589;51;275
Cancer du poumon actif;1;76;Montville;4563;0.589;26;276
Cancer du poumon actif;1;76;Quincampoix;3097;0.589;18;277
Cancer du poumon actif;1;76;Notre-Dame-de-Gravenchon;8744;0.589;51;278
Cancer du poumon actif;1;76;Duclair;4073;0.589;23;279
Cancer du poumon actif;1;76;Malaunay;6143;0.589;36;280
Cancer du poumon actif;1;76;Le Houlme;4107;0.589;24;281
Cancer du poumon actif;1;76;Le Mesnil-Esnard;7886;0.589;46;282
Cancer du poumon actif;1;76;Isneauville;3546;0.589;20;283
Cancer du poumon actif;1;76;Le Trait;4876;0.589;28;284
Cancer du poumon actif;1;76;Gruchet-le-Valasse;3175;0.589;18;285
Cancer du poumon actif;1;76;Fontaine-la-Mallet;2633;0.589;15;286
Cancer du poumon actif;1;76;Rouelles;3066;0.589;18;287
Cancer du poumon actif;1;76;Bois-Guillaume;14592;0.589;85;288
Cancer du poumon actif;1;76;Petit-Caux;9628;0.589;56;289
Cancer du poumon actif;1;76;Port-Jérôme-sur-Seine;10248;0.589;60;290
Cancer du poumon actif;1;76;Arelaune-en-Seine;2522;0.589;14;291
Cancer du poumon actif;1;76;Rives-en-Seine;4148;0.589;24;292
Cancer du poumon actif;1;76;Terres-de-Caux;4193;0.589;24;293
Cancer du poumon actif;1;76;Forges-les-Eaux;3812;0.589;22;294
Cancer du poumon actif;1;76;Val-de-Scie;2535;0.589;14;295
Cancer du poumon actif;1;76;Neuville-lès-Dieppe;9616;0.589;56;296
Cancer du poumon actif;1;51;Suippes;3864;0.625;24;297
Cancer du poumon actif;1;51;Montmirail;3571;0.625;22;298
Cancer du poumon actif;1;51;Fagnières;4843;0.625;30;299
Cancer du poumon actif;1;51;Fismes;5589;0.625;34;300
Cancer du poumon actif;1;51;Witry-lès-Reims;4971;0.625;31;301
Cancer du poumon actif;1;51;Dormans;2918;0.625;18;302
Cancer du poumon actif;1;51;Sézanne;4772;0.625;29;303
Cancer du poumon actif;1;51;Vitry-le-François;11376;0.625;71;304
Cancer du poumon actif;1;51;Ay;3686;0.625;23;305
Cancer du poumon actif;1;51;Bezannes;2978;0.625;18;306
Cancer du poumon actif;1;51;Bétheny;7069;0.625;44;307
Cancer du poumon actif;1;51;Reims;181194;0.625;1132;308
Cancer du poumon actif;1;51;Épernay;22433;0.625;140;309
Cancer du poumon actif;1;51;Sainte-Menehould;4165;0.625;26;310
Cancer du poumon actif;1;51;Saint-Brice-Courcelles;3417;0.625;21;311
Cancer du poumon actif;1;51;Cormontreuil;6458;0.625;40;312
Cancer du poumon actif;1;51;Saint-Memmie;5474;0.625;34;313
Cancer du poumon actif;1;51;Tinqueux;10294;0.625;64;314
Cancer du poumon actif;1;51;Warmeriville;2591;0.625;16;315
Cancer du poumon actif;1;51;Mourmelon-le-Grand;5150;0.625;32;316
Cancer du poumon actif;1;51;Aÿ-Champagne;5309;0.625;33;317
Cancer du poumon actif;1;51;Blancs-Coteaux;3332;0.625;20;318
Cancer du poumon actif;1;52;Nogent;3591;0.538;19;319
Cancer du poumon actif;1;52;Chaumont;21847;0.538;117;320
Cancer du poumon actif;1;52;Langres;7668;0.538;41;321
Cancer du poumon actif;1;52;Saint-Dizier;22928;0.538;123;322
Cancer du poumon actif;1;52;Wassy;2819;0.538;15;323
Cancer du poumon actif;1;52;Joinville;3015;0.538;16;324
Cancer du poumon actif;1;55;Thierville-sur-Meuse;3165;0.684;21;325
Cancer du poumon actif;1;55;Ancerville;2662;0.684;18;326
Cancer du poumon actif;1;55;Belleville-sur-Meuse;3040;0.684;20;327
Cancer du poumon actif;1;55;Stenay;2507;0.684;17;328
Cancer du poumon actif;1;55;Étain;3507;0.684;23;329
Cancer du poumon actif;1;55;Verdun;16942;0.684;115;330
Cancer du poumon actif;1;55;Bar-le-Duc;14625;0.684;100;331
Cancer du poumon actif;1;55;Saint-Mihiel;4039;0.684;27;332
Cancer du poumon actif;1;55;Commercy;5386;0.684;36;333
Cancer du poumon actif;1;55;Ligny-en-Barrois;4018;0.684;27;334
Cancer du poumon actif;1;55;Revigny-sur-Ornain;2802;0.684;19;335
Cancer du poumon actif;1;88;Contrexéville;3190;0.56;17;336
Cancer du poumon actif;1;88;Mirecourt;4949;0.56;27;337
Cancer du poumon actif;1;88;Raon-l'Étape;6205;0.56;34;338
Cancer du poumon actif;1;88;La Broque;2629;0.56;14;339
Cancer du poumon actif;1;88;Saint-Dié-des-Vosges;19576;0.56;109;340
Cancer du poumon actif;1;88;Épinal;32256;0.56;180;341
Cancer du poumon actif;1;88;Saint-Nabord;3994;0.56;22;342
Cancer du poumon actif;1;88;Rupt-sur-Moselle;3529;0.56;19;343
Cancer du poumon actif;1;88;Le Val-d'Ajol;3864;0.56;21;344
Cancer du poumon actif;1;88;Golbey;8798;0.56;49;345
Cancer du poumon actif;1;88;Le Thillot;3376;0.56;18;346
Cancer du poumon actif;1;88;Saulxures-sur-Moselotte;2517;0.56;14;347
Cancer du poumon actif;1;88;Bruyères;3073;0.56;17;348
Cancer du poumon actif;1;88;Saint-Étienne-lès-Remiremont;3847;0.56;21;349
Cancer du poumon actif;1;88;Charmes;4690;0.56;26;350
Cancer du poumon actif;1;88;La Bresse;4143;0.56;23;351
Cancer du poumon actif;1;88;Cornimont;3111;0.56;17;352
Cancer du poumon actif;1;88;Thaon-les-Vosges;7553;0.56;42;353
Cancer du poumon actif;1;88;Chantraine;3197;0.56;17;354
Cancer du poumon actif;1;88;Vagney;3911;0.56;21;355
Cancer du poumon actif;1;88;Fraize;2841;0.56;15;356
Cancer du poumon actif;1;88;Neufchâteau;6636;0.56;37;357
Cancer du poumon actif;1;88;Moyenmoutier;3089;0.56;17;358
Cancer du poumon actif;1;88;Étival-Clairefontaine;2610;0.56;14;359
Cancer du poumon actif;1;88;Anould;3368;0.56;18;360
Cancer du poumon actif;1;88;Éloyes;3122;0.56;17;361
Cancer du poumon actif;1;88;Vittel;4832;0.56;27;362
Cancer du poumon actif;1;88;Gérardmer;7807;0.56;43;363
Cancer du poumon actif;1;88;Rambervillers;5096;0.56;28;364
Cancer du poumon actif;1;88;Xertigny;2586;0.56;14;365
Cancer du poumon actif;1;88;Remiremont;7691;0.56;43;366
Cancer du poumon actif;1;88;Granges-Aumontzey;2613;0.56;14;367
Cancer du poumon actif;1;88;Thaon-les-Vosges;8634;0.56;48;368
Cancer du poumon actif;1;49;Baugé-en-Anjou;6289;0.532;33;369
Cancer du poumon actif;1;49;Bagneux;4329;0.532;23;370
Cancer du poumon actif;1;49;Chemillé-Melay;8822;0.532;46;371
Cancer du poumon actif;1;49;Baugé;3703;0.532;19;372
Cancer du poumon actif;1;49;Angers;155850;0.532;829;373
Cancer du poumon actif;1;49;Saint-Florent-le-Vieil;2844;0.532;15;374
Cancer du poumon actif;1;49;Cholet;54037;0.532;287;375
Cancer du poumon actif;1;49;Montreuil-Juigné;7632;0.532;40;376
Cancer du poumon actif;1;49;Saumur;26467;0.532;140;377
Cancer du poumon actif;1;49;Chalonnes-sur-Loire;6518;0.532;34;378
Cancer du poumon actif;1;49;Pellouailles-les-Vignes;2523;0.532;13;379
Cancer du poumon actif;1;49;Saint-Lambert-la-Potherie;2924;0.532;15;380
Cancer du poumon actif;1;49;Saint-Christophe-du-Bois;2794;0.532;14;381
Cancer du poumon actif;1;49;Segré;6938;0.532;36;382
Cancer du poumon actif;1;49;Liré;2505;0.532;13;383
Cancer du poumon actif;1;49;Gesté;2756;0.532;14;384
Cancer du poumon actif;1;49;Écouflant;4394;0.532;23;385
Cancer du poumon actif;1;49;Chemillé;7201;0.532;38;386
Cancer du poumon actif;1;49;Pouancé;3286;0.532;17;387
Cancer du poumon actif;1;49;Briollay;3084;0.532;16;388
Cancer du poumon actif;1;49;Champtoceaux;2526;0.532;13;389
Cancer du poumon actif;1;49;Maulévrier;3203;0.532;17;390
Cancer du poumon actif;1;49;Saint-Macaire-en-Mauges;7028;0.532;37;391
Cancer du poumon actif;1;49;Beaupréau;7449;0.532;39;392
Cancer du poumon actif;1;49;Les Ponts-de-Cé;12819;0.532;68;393
Cancer du poumon actif;1;49;Soucelles;2581;0.532;13;394
Cancer du poumon actif;1;49;Seiches-sur-le-Loir;2912;0.532;15;395
Cancer du poumon actif;1;49;Avrillé;14443;0.532;76;396
