patho_niv3;sexe;dept;ville;nb_hab;prev;nb_malades;index
Cancer du poumon actif;1;71;Paray-le-Monial;9214;0.5;46;1193
Cancer du poumon actif;1;71;Chagny;5528;0.5;27;1194
Cancer du poumon actif;1;71;Chauffailles;3703;0.5;18;1195
Cancer du poumon actif;1;71;Givry;3684;0.5;18;1196
Cancer du poumon actif;1;71;Bourbon-Lancy;4713;0.5;23;1197
Cancer du poumon actif;1;71;Mâcon;33908;0.5;169;1198
Cancer du poumon actif;1;71;Autun;12987;0.5;64;1199
Cancer du poumon actif;1;71;Cluny;4929;0.5;24;1200
Cancer du poumon actif;1;71;Chalon-sur-Saône;45056;0.5;225;1201
Cancer du poumon actif;1;71;Charolles;2888;0.5;14;1202
Cancer du poumon actif;1;71;Le Creusot;21269;0.5;106;1203
Cancer du poumon actif;1;71;Sanvignes-les-Mines;4316;0.5;21;1204
Cancer du poumon actif;1;71;Gueugnon;6760;0.5;33;1205
Cancer du poumon actif;1;71;Montceau-les-Mines;17678;0.5;88;1206
Cancer du poumon actif;1;71;Louhans;6433;0.5;32;1207
Cancer du poumon actif;1;71;Digoin;7741;0.5;38;1208
Cancer du poumon actif;1;71;Tournus;5489;0.5;27;1209
Cancer du poumon actif;1;71;Le Breuil;3538;0.5;17;1210
Cancer du poumon actif;1;71;Champforgeuil;2588;0.5;12;1211
Cancer du poumon actif;1;71;Châtenoy-le-Royal;6148;0.5;30;1212
Cancer du poumon actif;1;71;Saint-Marcel;6190;0.5;30;1213
Cancer du poumon actif;1;71;Sennecey-le-Grand;3012;0.5;15;1214
Cancer du poumon actif;1;71;La Chapelle-de-Guinchay;4171;0.5;20;1215
Cancer du poumon actif;1;71;Blanzy;6060;0.5;30;1216
Cancer du poumon actif;1;71;Crêches-sur-Saône;3089;0.5;15;1217
Cancer du poumon actif;1;71;Charnay-lès-Mâcon;7742;0.5;38;1218
Cancer du poumon actif;1;71;Ouroux-sur-Saône;3110;0.5;15;1219
Cancer du poumon actif;1;71;Montchanin;4964;0.5;24;1220
Cancer du poumon actif;1;71;Gergy;2581;0.5;12;1221
Cancer du poumon actif;1;71;Saint-Vallier;8576;0.5;42;1222
Cancer du poumon actif;1;71;Saint-Rémy;6615;0.5;33;1223
Cancer du poumon actif;1;71;Torcy;2813;0.5;14;1224
Cancer du poumon actif;1;89;Monéteau;4125;0.578;23;1225
Cancer du poumon actif;1;89;Migennes;7258;0.578;41;1226
Cancer du poumon actif;1;89;Joigny;9557;0.578;55;1227
Cancer du poumon actif;1;89;Tonnerre;4381;0.578;25;1228
Cancer du poumon actif;1;89;Brienon-sur-Armançon;3192;0.578;18;1229
Cancer du poumon actif;1;89;Pont-sur-Yonne;3316;0.578;19;1230
Cancer du poumon actif;1;89;Villeneuve-la-Guyard;3515;0.578;20;1231
Cancer du poumon actif;1;89;Toucy;2615;0.578;15;1232
Cancer du poumon actif;1;89;Saint-Florentin;4240;0.578;24;1233
Cancer du poumon actif;1;89;Villeneuve-sur-Yonne;5165;0.578;29;1234
Cancer du poumon actif;1;89;Saint-Georges-sur-Baulche;3225;0.578;18;1235
Cancer du poumon actif;1;89;Paron;4828;0.578;27;1236
Cancer du poumon actif;1;89;Saint-Clément;2740;0.578;15;1237
Cancer du poumon actif;1;89;Auxerre;34451;0.578;199;1238
Cancer du poumon actif;1;89;Appoigny;3245;0.578;18;1239
Cancer du poumon actif;1;89;Avallon;6462;0.578;37;1240
Cancer du poumon actif;1;89;Sens;26688;0.578;154;1241
Cancer du poumon actif;1;89;Charny Orée de Puisaye;4815;0.578;27;1242
Cancer du poumon actif;1;89;Montholon;2856;0.578;16;1243
Cancer du poumon actif;1;14;Bayeux;12682;0.52;65;1244
Cancer du poumon actif;1;14;Lisieux;20038;0.52;104;1245
Cancer du poumon actif;1;14;Falaise;7968;0.52;41;1246
Cancer du poumon actif;1;14;Cabourg;3558;0.52;18;1247
Cancer du poumon actif;1;14;Deauville;3565;0.52;18;1248
Cancer du poumon actif;1;14;Vire;10762;0.52;55;1249
Cancer du poumon actif;1;14;Pont-l'Évêque;4627;0.52;24;1250
Cancer du poumon actif;1;14;Honfleur;6733;0.52;35;1251
Cancer du poumon actif;1;14;Aunay-sur-Odon;3209;0.52;16;1252
Cancer du poumon actif;1;14;Hérouville-Saint-Clair;22555;0.52;117;1253
Cancer du poumon actif;1;14;Saint-Pierre-sur-Dives;3373;0.52;17;1254
Cancer du poumon actif;1;14;Condé-sur-Noireau;4551;0.52;23;1255
Cancer du poumon actif;1;14;Trouville-sur-Mer;4603;0.52;23;1256
Cancer du poumon actif;1;14;Ouistreham;9344;0.52;48;1257
Cancer du poumon actif;1;14;Troarn;3459;0.52;17;1258
Cancer du poumon actif;1;14;Courseulles-sur-Mer;4196;0.52;21;1259
Cancer du poumon actif;1;14;Biéville-Beuville;3561;0.52;18;1260
Cancer du poumon actif;1;14;Blainville-sur-Orne;5855;0.52;30;1261
Cancer du poumon actif;1;14;Villers-sur-Mer;2543;0.52;13;1262
Cancer du poumon actif;1;14;Bretteville-sur-Odon;4005;0.52;20;1263
Cancer du poumon actif;1;14;Cormelles-le-Royal;4957;0.52;25;1264
Cancer du poumon actif;1;14;Mézidon-Canon;4787;0.52;24;1265
Cancer du poumon actif;1;14;Lion-sur-Mer;2536;0.52;13;1266
Cancer du poumon actif;1;14;Mondeville;9973;0.52;51;1267
Cancer du poumon actif;1;14;La Rivière-Saint-Sauveur;2547;0.52;13;1268
Cancer du poumon actif;1;14;Louvigny;2683;0.52;13;1269
Cancer du poumon actif;1;14;Touques;3731;0.52;19;1270
Cancer du poumon actif;1;14;Fontaine-Étoupefour;2617;0.52;13;1271
Cancer du poumon actif;1;14;Fleury-sur-Orne;4938;0.52;25;1272
Cancer du poumon actif;1;14;Colleville-Montgomery;2555;0.52;13;1273
Cancer du poumon actif;1;14;Argences;3795;0.52;19;1274
Cancer du poumon actif;1;14;Douvres-la-Délivrande;4973;0.52;25;1275
Cancer du poumon actif;1;14;Carpiquet;2886;0.52;15;1276
Cancer du poumon actif;1;14;Villers-Bocage;3160;0.52;16;1277
Cancer du poumon actif;1;14;Giberville;4916;0.52;25;1278
Cancer du poumon actif;1;14;Dives-sur-Mer;5276;0.52;27;1279
Cancer du poumon actif;1;14;Le Molay-Littry;3016;0.52;15;1280
Cancer du poumon actif;1;14;Isigny-sur-Mer;3610;0.52;18;1281
Cancer du poumon actif;1;14;Saint-Contest;2525;0.52;13;1282
Cancer du poumon actif;1;14;Colombelles;6976;0.52;36;1283
Cancer du poumon actif;1;14;Saint-Martin-de-Fontenay;2523;0.52;13;1284
Cancer du poumon actif;1;14;Moult;2654;0.52;13;1285
Cancer du poumon actif;1;14;Démouville;3117;0.52;16;1286
Cancer du poumon actif;1;14;Bretteville-l'Orgueilleuse;3149;0.52;16;1287
Cancer du poumon actif;1;14;Verson;3636;0.52;18;1288
Cancer du poumon actif;1;14;Hermanville-sur-Mer;3110;0.52;16;1289
Cancer du poumon actif;1;14;Luc-sur-Mer;3213;0.52;16;1290
Cancer du poumon actif;1;14;Ifs;11696;0.52;60;1291
Cancer du poumon actif;1;14;Valdallière;5755;0.52;29;1292
Cancer du poumon actif;1;14;Souleuvre en Bocage;8950;0.52;46;1293
Cancer du poumon actif;1;14;Condé-en-Normandie;6452;0.52;33;1294
Cancer du poumon actif;1;14;Valorbiquet;2507;0.52;13;1295
Cancer du poumon actif;1;14;Thury-Harcourt-le-Hom;3629;0.52;18;1296
Cancer du poumon actif;1;14;Livarot-Pays-d'Auge;6220;0.52;32;1297
Cancer du poumon actif;1;14;Vire Normandie;16590;0.52;86;1298
Cancer du poumon actif;1;14;Saline;5428;0.52;28;1299
Cancer du poumon actif;1;14;Thue et Mue;6120;0.52;31;1300
Cancer du poumon actif;1;14;Moult-Chicheboville;3273;0.52;17;1301
Cancer du poumon actif;1;14;Saint-Pierre-en-Auge;7329;0.52;38;1302
Cancer du poumon actif;1;14;Mézidon Vallée d'Auge;9586;0.52;49;1303
Cancer du poumon actif;1;14;Les Monts d'Aunay;4595;0.52;23;1304
Cancer du poumon actif;1;14;Noues de Sienne;4357;0.52;22;1305
Cancer du poumon actif;1;14;Isigny-sur-Mer;2508;0.52;13;1306
Cancer du poumon actif;1;14;Pont-l'Évêque;3188;0.52;16;1307
Cancer du poumon actif;1;14;Pont-l'Évêque;3466;0.52;18;1308
Cancer du poumon actif;1;14;Pont-l'Évêque;3709;0.52;19;1309
Cancer du poumon actif;1;14;Pont-l'Évêque;3767;0.52;19;1310
Cancer du poumon actif;1;14;Pont-l'Évêque;3843;0.52;19;1311
Cancer du poumon actif;1;14;Pont-l'Évêque;4133;0.52;21;1312
Cancer du poumon actif;1;14;Pont-l'Évêque;4158;0.52;21;1313
Cancer du poumon actif;1;14;Pont-l'Évêque;4432;0.52;23;1314
Cancer du poumon actif;1;14;Pont-l'Évêque;4488;0.52;23;1315
Cancer du poumon actif;1;14;Pont-l'Évêque;4498;0.52;23;1316
Cancer du poumon actif;1;14;Pont-l'Évêque;4534;0.52;23;1317
Cancer du poumon actif;1;14;Pont-l'Évêque;4579;0.52;23;1318
Cancer du poumon actif;1;14;Troarn;3574;0.52;18;1319
Cancer du poumon actif;1;14;Troarn;3645;0.52;18;1320
Cancer du poumon actif;1;14;Troarn;5609;0.52;29;1321
Cancer du poumon actif;1;2;Laon;24304;0.637;154;1322
Cancer du poumon actif;1;2;Soissons;28712;0.637;182;1323
Cancer du poumon actif;1;2;Saint-Quentin;53570;0.637;341;1324
Cancer du poumon actif;1;2;Château-Thierry;15254;0.637;97;1325
Cancer du poumon actif;1;2;Vervins;2587;0.637;16;1326
Cancer du poumon actif;1;2;Villers-Cotterêts;10424;0.637;66;1327
Cancer du poumon actif;1;2;Chauny;11653;0.637;74;1328
Cancer du poumon actif;1;2;Hirson;8710;0.637;55;1329
Cancer du poumon actif;1;2;Guise;4645;0.637;29;1330
Cancer du poumon actif;1;2;Bohain-en-Vermandois;5686;0.637;36;1331
Cancer du poumon actif;1;2;Fère-en-Tardenois;3001;0.637;19;1332
Cancer du poumon actif;1;2;La Fère;2838;0.637;18;1333
Cancer du poumon actif;1;2;Tergnier;13588;0.637;86;1334
Cancer du poumon actif;1;2;Crouy;2923;0.637;18;1335
Cancer du poumon actif;1;2;Athies-sous-Laon;2606;0.637;16;1336
Cancer du poumon actif;1;2;Saint-Michel;3314;0.637;21;1337
Cancer du poumon actif;1;2;Charly-sur-Marne;2585;0.637;16;1338
Cancer du poumon actif;1;2;Beautor;2714;0.637;17;1339
Cancer du poumon actif;1;2;Fresnoy-le-Grand;2958;0.637;18;1340
Cancer du poumon actif;1;2;Le Nouvion-en-Thiérache;2557;0.637;16;1341
Cancer du poumon actif;1;2;Essômes-sur-Marne;2745;0.637;17;1342
Cancer du poumon actif;1;2;Villeneuve-Saint-Germain;2549;0.637;16;1343
Cancer du poumon actif;1;2;Gauchy;5235;0.637;33;1344
Cancer du poumon actif;1;2;Belleu;3832;0.637;24;1345
Cancer du poumon actif;1;2;Quessy;2950;0.637;18;1346
Cancer du poumon actif;1;2;Anizy-le-Grand;2574;0.637;16;1347
Cancer du poumon actif;1;2;Villeneuve-sur-Aisne;2751;0.637;17;1348
Cancer du poumon actif;1;80;Doullens;5890;0.613;36;1349
Cancer du poumon actif;1;80;Corbie;6292;0.613;38;1350
Cancer du poumon actif;1;80;Montdidier;6113;0.613;37;1351
Cancer du poumon actif;1;80;Rosières-en-Santerre;3017;0.613;18;1352
Cancer du poumon actif;1;80;Moreuil;3986;0.613;24;1353
Cancer du poumon actif;1;80;Abbeville;22980;0.613;140;1354
Cancer du poumon actif;1;80;Ailly-sur-Somme;2952;0.613;18;1355
Cancer du poumon actif;1;80;Ailly-sur-Noye;2833;0.613;17;1356
Cancer du poumon actif;1;80;Albert;9779;0.613;59;1357
Cancer du poumon actif;1;80;Amiens;134706;0.613;825;1358
Cancer du poumon actif;1;80;Saleux;2805;0.613;17;1359
Cancer du poumon actif;1;80;Ham;4559;0.613;27;1360
Cancer du poumon actif;1;80;Rue;3111;0.613;19;1361
Cancer du poumon actif;1;80;Friville-Escarbotin;4491;0.613;27;1362
Cancer du poumon actif;1;80;Flixecourt;3237;0.613;19;1363
Cancer du poumon actif;1;80;Péronne;7577;0.613;46;1364
Cancer du poumon actif;1;80;Longueau;5765;0.613;35;1365
Cancer du poumon actif;1;80;Mers-les-Bains;2655;0.613;16;1366
Cancer du poumon actif;1;80;Rivery;3599;0.613;22;1367
Cancer du poumon actif;1;80;Boves;3281;0.613;20;1368
Cancer du poumon actif;1;80;Villers-Bretonneux;4592;0.613;28;1369
Cancer du poumon actif;1;80;Camon;4436;0.613;27;1370
Cancer du poumon actif;1;80;Roye;5693;0.613;34;1371
Cancer du poumon actif;1;80;Salouël;3918;0.613;24;1372
Cancer du poumon actif;1;54;Nancy;105058;0.683;717;1373
Cancer du poumon actif;1;54;Saint-Nicolas-de-Port;7417;0.683;50;1374
Cancer du poumon actif;1;54;Toul;15633;0.683;106;1375
Cancer du poumon actif;1;54;Écrouves;4428;0.683;30;1376
Cancer du poumon actif;1;54;Réhon;3809;0.683;26;1377
Cancer du poumon actif;1;54;Saulxures-lès-Nancy;4221;0.683;28;1378
Cancer du poumon actif;1;54;Frouard;6584;0.683;44;1379
Cancer du poumon actif;1;54;Chaligny;2826;0.683;19;1380
Cancer du poumon actif;1;54;Lunéville;17867;0.683;122;1381
Cancer du poumon actif;1;54;Heillecourt;5403;0.683;36;1382
Cancer du poumon actif;1;54;Trieux;2605;0.683;17;1383
Cancer du poumon actif;1;54;Pompey;4870;0.683;33;1384
Cancer du poumon actif;1;54;Briey;5674;0.683;38;1385
Cancer du poumon actif;1;54;Villerupt;10003;0.683;68;1386
Cancer du poumon actif;1;54;Laxou;14366;0.683;98;1387
Cancer du poumon actif;1;54;Seichamps;5069;0.683;34;1388
Cancer du poumon actif;1;54;Ludres;6142;0.683;41;1389
Cancer du poumon actif;1;54;Liverdun;5863;0.683;40;1390
Cancer du poumon actif;1;54;Cosnes-et-Romain;2741;0.683;18;1391
Cancer du poumon actif;1;54;Jarville-la-Malgrange;9354;0.683;63;1392
Cancer du poumon actif;1;54;Foug;2629;0.683;17;1393
Cancer du poumon actif;1;54;Gorcy;2877;0.683;19;1394
Cancer du poumon actif;1;54;Gondreville;2712;0.683;18;1395
Cancer du poumon actif;1;54;Lexy;3816;0.683;26;1396
Cancer du poumon actif;1;54;Pulnoy;5077;0.683;34;1397
Cancer du poumon actif;1;54;Rosières-aux-Salines;2870;0.683;19;1398
Cancer du poumon actif;1;54;Blénod-lès-Pont-à-Mousson;4628;0.683;31;1399
Cancer du poumon actif;1;54;Champigneulles;6671;0.683;45;1400
Cancer du poumon actif;1;54;Custines;3082;0.683;21;1401
Cancer du poumon actif;1;54;Longwy;14774;0.683;100;1402
Cancer du poumon actif;1;54;Baccarat;4192;0.683;28;1403
Cancer du poumon actif;1;54;Vandœuvre-lès-Nancy;29942;0.683;204;1404
Cancer du poumon actif;1;54;Dombasle-sur-Meurthe;9668;0.683;66;1405
Cancer du poumon actif;1;54;Jœuf;6570;0.683;44;1406
Cancer du poumon actif;1;54;Haucourt-Moulaine;3394;0.683;23;1407
Cancer du poumon actif;1;54;Auboué;2617;0.683;17;1408
Cancer du poumon actif;1;54;Bouxières-aux-Dames;4159;0.683;28;1409
Cancer du poumon actif;1;54;Damelevières;3155;0.683;21;1410
Cancer du poumon actif;1;54;Varangéville;3594;0.683;24;1411
Cancer du poumon actif;1;54;Piennes;2539;0.683;17;1412
Cancer du poumon actif;1;54;Pagny-sur-Moselle;4105;0.683;28;1413
Cancer du poumon actif;1;54;Saint-Max;10019;0.683;68;1414
Cancer du poumon actif;1;54;Neuves-Maisons;6633;0.683;45;1415
Cancer du poumon actif;1;54;Dieulouard;4772;0.683;32;1416
Cancer du poumon actif;1;54;Hussigny-Godbrange;3693;0.683;25;1417
Cancer du poumon actif;1;54;Jarny;8219;0.683;56;1418
Cancer du poumon actif;1;54;Tomblaine;8856;0.683;60;1419
Cancer du poumon actif;1;54;Longuyon;5218;0.683;35;1420
Cancer du poumon actif;1;54;Mont-Saint-Martin;8994;0.683;61;1421
Cancer du poumon actif;1;54;Homécourt;6267;0.683;42;1422
Cancer du poumon actif;1;54;Essey-lès-Nancy;8833;0.683;60;1423
Cancer du poumon actif;1;54;Blainville-sur-l'Eau;3973;0.683;27;1424
Cancer du poumon actif;1;54;Laneuveville-devant-Nancy;6553;0.683;44;1425
Cancer du poumon actif;1;54;Herserange;4409;0.683;30;1426
Cancer du poumon actif;1;54;Maxéville;9818;0.683;67;1427
Cancer du poumon actif;1;54;Villers-lès-Nancy;14525;0.683;99;1428
Cancer du poumon actif;1;54;Val de Briey;8069;0.683;55;1429
Cancer du poumon actif;1;57;Hayange;16005;0.509;81;1430
Cancer du poumon actif;1;57;Bousse;3205;0.509;16;1431
Cancer du poumon actif;1;57;Faulquemont;5154;0.509;26;1432
Cancer du poumon actif;1;57;Alsting;2535;0.509;12;1433
Cancer du poumon actif;1;57;Clouange;3374;0.509;17;1434
Cancer du poumon actif;1;57;Hagondange;9287;0.509;47;1435
Cancer du poumon actif;1;57;Audun-le-Tiche;7048;0.509;35;1436
Cancer du poumon actif;1;57;Uckange;6926;0.509;35;1437
Cancer du poumon actif;1;57;Saint-Julien-lès-Metz;3373;0.509;17;1438
Cancer du poumon actif;1;57;Puttelange-aux-Lacs;3089;0.509;15;1439
Cancer du poumon actif;1;57;Folschviller;3949;0.509;20;1440
Cancer du poumon actif;1;57;Longeville-lès-Saint-Avold;3651;0.509;18;1441
Cancer du poumon actif;1;57;Le Ban-Saint-Martin;4517;0.509;22;1442
Cancer du poumon actif;1;57;Creutzwald;13042;0.509;66;1443
Cancer du poumon actif;1;57;Cattenom;2628;0.509;13;1444
Cancer du poumon actif;1;57;Behren-lès-Forbach;6562;0.509;33;1445
Cancer du poumon actif;1;57;Knutange;3192;0.509;16;1446
Cancer du poumon actif;1;57;Ars-sur-Moselle;4704;0.509;23;1447
Cancer du poumon actif;1;57;Maizières-lès-Metz;11668;0.509;59;1448
Cancer du poumon actif;1;57;Sarralbe;4485;0.509;22;1449
Cancer du poumon actif;1;57;Rombas;9861;0.509;50;1450
Cancer du poumon actif;1;57;Yutz;17143;0.509;87;1451
Cancer du poumon actif;1;57;Ottange;3099;0.509;15;1452
Cancer du poumon actif;1;57;Moyeuvre-Grande;7506;0.509;38;1453
Cancer du poumon actif;1;57;Vitry-sur-Orne;3021;0.509;15;1454
Cancer du poumon actif;1;57;Valmont;3019;0.509;15;1455
Cancer du poumon actif;1;57;Neufchef;2590;0.509;13;1456
Cancer du poumon actif;1;57;Manom;2915;0.509;14;1457
Cancer du poumon actif;1;57;Mondelange;5631;0.509;28;1458
Cancer du poumon actif;1;57;Fameck;14442;0.509;73;1459
Cancer du poumon actif;1;57;Talange;7781;0.509;39;1460
Cancer du poumon actif;1;57;Œting;2706;0.509;13;1461
Cancer du poumon actif;1;57;Fontoy;3095;0.509;15;1462
Cancer du poumon actif;1;57;Ham-sous-Varsberg;2848;0.509;14;1463
Cancer du poumon actif;1;57;Courcelles-Chaussy;3006;0.509;15;1464
Cancer du poumon actif;1;57;Amnéville;10416;0.509;53;1465
Cancer du poumon actif;1;57;Nilvange;4515;0.509;22;1466
Cancer du poumon actif;1;57;Phalsbourg;4729;0.509;24;1467
Cancer du poumon actif;1;57;Terville;7134;0.509;36;1468
Cancer du poumon actif;1;57;Rosselange;2650;0.509;13;1469
Cancer du poumon actif;1;57;Farébersviller;5493;0.509;27;1470
Cancer du poumon actif;1;57;Serémange-Erzange;4163;0.509;21;1471
Cancer du poumon actif;1;57;Montois-la-Montagne;2732;0.509;13;1472
Cancer du poumon actif;1;57;Sainte-Marie-aux-Chênes;4350;0.509;22;1473
Cancer du poumon actif;1;57;Longeville-lès-Metz;3955;0.509;20;1474
Cancer du poumon actif;1;57;Marange-Silvange;6458;0.509;32;1475
Cancer du poumon actif;1;57;Marly;10108;0.509;51;1476
Cancer du poumon actif;1;57;Woustviller;2986;0.509;15;1477
Cancer du poumon actif;1;57;Woippy;14014;0.509;71;1478
Cancer du poumon actif;1;57;Macheren;2753;0.509;14;1479
Cancer du poumon actif;1;57;Gandrange;3028;0.509;15;1480
Cancer du poumon actif;1;57;Guénange;7559;0.509;38;1481
Cancer du poumon actif;1;57;Falck;2506;0.509;12;1482
Cancer du poumon actif;1;57;Morhange;3408;0.509;17;1483
Cancer du poumon actif;1;57;Créhange;3871;0.509;19;1484
Cancer du poumon actif;1;57;Petite-Rosselle;6298;0.509;32;1485
Cancer du poumon actif;1;57;Morsbach;2684;0.509;13;1486
Cancer du poumon actif;1;57;Hambach;2875;0.509;14;1487
Cancer du poumon actif;1;57;Grosbliederstroff;3296;0.509;16;1488
Cancer du poumon actif;1;57;Moulins-lès-Metz;5007;0.509;25;1489
Cancer du poumon actif;1;57;Cocheren;3380;0.509;17;1490
Cancer du poumon actif;1;57;Freyming-Merlebach;12725;0.509;64;1491
Cancer du poumon actif;1;57;Bertrange;2801;0.509;14;1492
Cancer du poumon actif;1;57;Saint-Avold;15415;0.509;78;1493
Cancer du poumon actif;1;57;Florange;11972;0.509;60;1494
Cancer du poumon actif;1;57;Boulay-Moselle;5580;0.509;28;1495
Cancer du poumon actif;1;57;Sarrebourg;12449;0.509;63;1496
Cancer du poumon actif;1;57;Thionville;40778;0.509;207;1497
Cancer du poumon actif;1;57;Sarreguemines;20635;0.509;105;1498
Cancer du poumon actif;1;57;Metz;118489;0.509;603;1499
Cancer du poumon actif;1;57;Dieuze;2800;0.509;14;1500
Cancer du poumon actif;1;57;Forbach;21597;0.509;109;1501
Cancer du poumon actif;1;57;Hettange-Grande;7779;0.509;39;1502
Cancer du poumon actif;1;57;Algrange;6120;0.509;31;1503
Cancer du poumon actif;1;57;Montigny-lès-Metz;21879;0.509;111;1504
Cancer du poumon actif;1;57;Bitche;4951;0.509;25;1505
Cancer du poumon actif;1;57;Spicheren;3232;0.509;16;1506
Cancer du poumon actif;1;57;Scy-Chazelles;2675;0.509;13;1507
Cancer du poumon actif;1;57;Stiring-Wendel;11178;0.509;56;1508
Cancer du poumon actif;1;57;Hombourg-Haut;6283;0.509;31;1509
Cancer du poumon actif;1;57;Carling;3415;0.509;17;1510
Cancer du poumon actif;1;57;Bouzonville;3926;0.509;19;1511
Cancer du poumon actif;1;57;L'Hôpital;5229;0.509;26;1512
Cancer du poumon actif;1;57;Réhon;3809;0.509;19;1513
Cancer du poumon actif;1;57;Trieux;2605;0.509;13;1514
Cancer du poumon actif;1;57;Briey;5674;0.509;28;1515
Cancer du poumon actif;1;57;Longwy;14774;0.509;75;1516
Cancer du poumon actif;1;57;Jœuf;6570;0.509;33;1517
Cancer du poumon actif;1;57;Haucourt-Moulaine;3394;0.509;17;1518
Cancer du poumon actif;1;57;Auboué;2617;0.509;13;1519
Cancer du poumon actif;1;57;Piennes;2539;0.509;12;1520
Cancer du poumon actif;1;57;Longuyon;5218;0.509;26;1521
Cancer du poumon actif;1;57;Gorcy;2877;0.509;14;1522
Cancer du poumon actif;1;57;Homécourt;6267;0.509;31;1523
Cancer du poumon actif;1;57;Herserange;4409;0.509;22;1524
Cancer du poumon actif;1;57;Marspich;8497;0.509;43;1525
Cancer du poumon actif;1;57;Merlebach;7892;0.509;40;1526
Cancer du poumon actif;1;44;Derval;3505;0.464;16;1527
Cancer du poumon actif;1;44;Nantes;320732;0.464;1488;1528
Cancer du poumon actif;1;44;Blain;9954;0.464;46;1529
Cancer du poumon actif;1;44;La Haie-Fouassière;4691;0.464;21;1530
Cancer du poumon actif;1;44;Saint-Nazaire;71394;0.464;331;1531
Cancer du poumon actif;1;44;Châteaubriant;12031;0.464;55;1532
Cancer du poumon actif;1;44;La Baule-Escoublac;16255;0.464;75;1533
Cancer du poumon actif;1;44;Ancenis;7510;0.464;34;1534
Cancer du poumon actif;1;44;Treillières;9617;0.464;44;1535
Cancer du poumon actif;1;44;Orvault;27209;0.464;126;1536
Cancer du poumon actif;1;44;Saint-Herblain;47415;0.464;220;1537
Cancer du poumon actif;1;44;Bouguenais;19903;0.464;92;1538
Cancer du poumon actif;1;44;Joué-sur-Erdre;2561;0.464;11;1539
Cancer du poumon actif;1;44;Rezé;42919;0.464;199;1540
Cancer du poumon actif;1;44;Vertou;25541;0.464;118;1541
Cancer du poumon actif;1;44;Saint-Sébastien-sur-Loire;27493;0.464;127;1542
Cancer du poumon actif;1;44;La Montagne;6290;0.464;29;1543
Cancer du poumon actif;1;44;Clisson;7435;0.464;34;1544
Cancer du poumon actif;1;44;Indre;4040;0.464;18;1545
Cancer du poumon actif;1;44;Guérande;16112;0.464;74;1546
Cancer du poumon actif;1;44;La Chapelle-Launay;3145;0.464;14;1547
Cancer du poumon actif;1;44;Carquefou;20365;0.464;94;1548
Cancer du poumon actif;1;44;Crossac;2983;0.464;13;1549
Cancer du poumon actif;1;44;Le Pallet;3257;0.464;15;1550
Cancer du poumon actif;1;44;Le Pellerin;5200;0.464;24;1551
Cancer du poumon actif;1;44;La Turballe;4734;0.464;21;1552
Cancer du poumon actif;1;44;Saffré;3952;0.464;18;1553
Cancer du poumon actif;1;44;Saint-Aignan-Grandlieu;3954;0.464;18;1554
Cancer du poumon actif;1;44;Machecoul;6334;0.464;29;1555
Cancer du poumon actif;1;44;Couëron;22309;0.464;103;1556
Cancer du poumon actif;1;44;Ligné;5302;0.464;24;1557
Cancer du poumon actif;1;44;Prinquiau;3474;0.464;16;1558
Cancer du poumon actif;1;44;Guenrouët;3374;0.464;15;1559
Cancer du poumon actif;1;44;Cordemais;3754;0.464;17;1560
Cancer du poumon actif;1;44;La Chevrolière;5782;0.464;26;1561
Cancer du poumon actif;1;44;Port-Saint-Père;2928;0.464;13;1562
Cancer du poumon actif;1;44;Rouans;3069;0.464;14;1563
Cancer du poumon actif;1;44;Héric;6288;0.464;29;1564
Cancer du poumon actif;1;44;Pornichet;11141;0.464;51;1565
Cancer du poumon actif;1;44;Sainte-Luce-sur-Loire;15319;0.464;71;1566
Cancer du poumon actif;1;44;Missillac;5398;0.464;25;1567
Cancer du poumon actif;1;44;Grandchamp-des-Fontaines;6439;0.464;29;1568
Cancer du poumon actif;1;44;Campbon;3959;0.464;18;1569
Cancer du poumon actif;1;44;Le Cellier;3974;0.464;18;1570
Cancer du poumon actif;1;44;Saint-Molf;2716;0.464;12;1571
Cancer du poumon actif;1;44;La Chapelle-des-Marais;4338;0.464;20;1572
Cancer du poumon actif;1;44;La Plaine-sur-Mer;4379;0.464;20;1573
Cancer du poumon actif;1;44;Besné;3183;0.464;14;1574
Cancer du poumon actif;1;44;Saint-Jean-de-Boiseau;5987;0.464;27;1575
Cancer du poumon actif;1;44;Chauvé;2930;0.464;13;1576
Cancer du poumon actif;1;44;Vigneux-de-Bretagne;6175;0.464;28;1577
Cancer du poumon actif;1;44;La Chapelle-sur-Erdre;19551;0.464;90;1578
Cancer du poumon actif;1;44;Pont-Saint-Martin;6470;0.464;30;1579
Cancer du poumon actif;1;44;Donges;8152;0.464;37;1580
Cancer du poumon actif;1;44;Frossay;3216;0.464;14;1581
Cancer du poumon actif;1;44;Malville;3531;0.464;16;1582
Cancer du poumon actif;1;44;Arthon-en-Retz;4213;0.464;19;1583
Cancer du poumon actif;1;44;Saint-Julien-de-Concelles;7392;0.464;34;1584
Cancer du poumon actif;1;44;Mauves-sur-Loire;3244;0.464;15;1585
Cancer du poumon actif;1;44;Gorges;4851;0.464;22;1586
Cancer du poumon actif;1;44;Herbignac;7046;0.464;32;1587
Cancer du poumon actif;1;44;Pornic;15859;0.464;73;1588
Cancer du poumon actif;1;44;Saint-Brevin-les-Pins;14287;0.464;66;1589
